province,weather,temp_c,humidity_%,wind_km/h,pressure_mbar,AQI,PM2_5,PM10,O3,NO2,SO2,CO,PM25_was_unknown,date,comunidades
Madrid,Broken clouds,10,43,26.5,1019,30.0,1.0,4.0,74.0,10.0,1.0,Unknown,No,2022-11-19 16:00:00,Madrid
Málaga,Few clouds,17,41,27.8,1020,5.0,1.3,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-19 16:00:00,Andalucía
Murcia,Clear sky,16,31,39.9,1015,30.0,2.5,8.0,74.0,9.0,3.0,Unknown,No,2022-11-19 16:00:00,Murcia
Navarra,Broken clouds,8,75,20.8,1017,17.0,4.0,6.0,40.0,11.5,1.0,Unknown,No,2022-11-19 16:00:00,Navarra
Ourense,Rain,9,95,3.3,1022,22.0,5.0,24.0,Unknown,Unknown,2.8,Unknown,No,2022-11-19 16:00:00,Galicia
Palencia,Broken clouds,8,52,17.4,1019,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-19 16:00:00,Castilla y León
"Palmas, Las",Broken clouds,22,66,32.0,1023,33.0,8.0,18.0,73.0,16.0,1.0,Unknown,No,2022-11-19 16:00:00,Canarias
"Rioja, La",Scattered clouds,8,66,25.9,1018,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-19 16:00:00,"Rioja, La"
Salamanca,Broken clouds,8,54,23.0,1021,4.0,1.0,Unknown,Unknown,8.5,1.0,Unknown,No,2022-11-19 16:00:00,Castilla y León
Santa Cruz de Tenerife,Broken clouds,20,68,35.9,1024,35.0,8.5,17.0,72.5,3.5,7.0,Unknown,No,2022-11-19 16:00:00,Canarias
Segovia,Broken clouds,7,66,20.0,1020,21.0,5.0,10.0,Unknown,4.0,2.0,Unknown,No,2022-11-19 16:00:00,Castilla y León
Sevilla,Scattered clouds,19,35,24.5,1021,4.0,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-19 16:00:00,Andalucía
Soria,Broken clouds,6,60,14.5,1018,1.0,4.1,Unknown,Unknown,Unknown,2.0,Unknown,No,2022-11-19 16:00:00,Castilla y León
Tarragona,Clear sky,16,40,15.4,1010,29.0,3.5,9.0,70.0,3.0,1.0,Unknown,No,2022-11-19 16:00:00,Cataluña
Teruel,Few clouds,7,53,38.9,1015,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-19 16:00:00,Aragón
Toledo,Broken clouds,11,50,24.5,1021,8.0,2.0,7.0,Unknown,7.0,2.0,Unknown,No,2022-11-19 16:00:00,Castilla-La Mancha
Valencia/València,Few clouds,17,33,31.5,1013,24.0,2.0,8.0,59.0,3.5,3.5,0.1,No,2022-11-19 16:00:00,Comunidad Valenciana
Valladolid,Broken clouds,9,62,16.7,1020,27.0,2.0,6.0,65.5,10.0,1.0,Unknown,No,2022-11-19 16:00:00,Castilla y León
Zamora,Broken clouds,10,45,19.2,1020,12.0,3.0,4.0,Unknown,Unknown,1.0,Unknown,No,2022-11-19 16:00:00,Castilla y León
Zaragoza,Broken clouds,11,54,42.6,1015,29.0,3.0,5.5,70.5,8.0,5.7,100.0,No,2022-11-19 16:00:00,Aragón
Ceuta,Scattered clouds,17,59,33.8,1022,28.0,6.7,8.1,53.6,Unknown,20.4,0.2,No,2022-11-19 16:00:00,Ceuta
Albacete,Few clouds,7,76,11.1,1025,20.0,4.0,18.0,49.0,4.0,2.0,0.0,No,2022-11-20 11:00:00,Castilla-La Mancha
Alicante/Alacant,Clear sky,16,49,30.1,1022,21.0,1.0,1.0,51.0,2.0,3.0,0.1,No,2022-11-20 11:00:00,Alicante/Alacant
Almería,Clear sky,18,45,20.4,1024,12.0,3.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-20 11:00:00,Andalucía
Asturias,Broken clouds,13,86,4.6,1023,21.0,5.0,Unknown,22.0,21.0,4.0,0.5,No,2022-11-20 11:00:00,Asturias
Ávila,Broken clouds,9,79,22.2,1024,1.0,4.1,Unknown,Unknown,1.0,1.0,Unknown,No,2022-11-20 11:00:00,Castilla y León
Badajoz,Broken clouds,13,85,11.6,1027,34.0,8.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-20 11:00:00,Extremadura
"Balears, Illes",Few clouds,16,48,14.5,1021,17.0,4.0,6.1,26.0,3.3,4.0,Unknown,No,2022-11-20 11:00:00,"Balears, Illes"
Barcelona,Clear sky,11,55,20.4,1018,29.0,7.0,15.0,47.0,10.5,2.0,200.0,No,2022-11-20 11:00:00,Cataluña
Burgos,Mist,7,93,16.7,1023,1.0,4.1,Unknown,Unknown,5.0,1.0,Unknown,No,2022-11-20 11:00:00,Castilla y León
Cáceres,Broken clouds,12,84,12.0,1026,21.0,5.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-20 11:00:00,Extremadura
Cádiz,Clear sky,15,72,11.1,1028,25.0,6.0,14.2,49.0,2.0,3.0,0.5,No,2022-11-20 11:00:00,Andalucía
Cantabria,Broken clouds,14,90,20.4,1022,5.0,1.3,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-20 11:00:00,Cantabria
Castellón/Castelló,Scattered clouds,18,46,5.1,1020,11.0,4.1,Unknown,28.0,15.0,6.0,0.1,No,2022-11-20 11:00:00,Comunidad Valenciana
Ciudad Real,Broken clouds,10,72,10.7,1026,17.0,4.0,9.0,Unknown,3.0,2.0,Unknown,No,2022-11-20 11:00:00,Castilla-La Mancha
Córdoba,Broken clouds,13,72,5.8,1028,18.0,4.2,8.6,15.0,19.0,2.0,0.2,No,2022-11-20 11:00:00,Andalucía
"Coruña, A",Broken clouds,14,83,16.1,1023,25.0,4.1,Unknown,60.0,1.3,1.0,Unknown,No,2022-11-20 11:00:00,Galicia
Cuenca,Broken clouds,6,77,14.6,1025,25.0,6.0,9.0,Unknown,Unknown,2.0,Unknown,No,2022-11-20 11:00:00,Castilla-La Mancha
Girona,Clear sky,10,73,1.8,1019,33.0,8.0,13.0,Unknown,Unknown,1.0,Unknown,No,2022-11-20 11:00:00,Cataluña
Granada,Clear sky,11,64,3.7,1023,15.0,3.6,6.5,36.0,6.0,8.0,0.1,No,2022-11-20 11:00:00,Andalucía
Guadalajara,Broken clouds,8,75,5.6,1025,17.0,4.0,8.0,Unknown,Unknown,Unknown,Unknown,No,2022-11-20 11:00:00,Castilla-La Mancha
Huelva,Scattered clouds,13,66,4.8,1033,18.0,4.4,9.0,Unknown,0.0,2.0,0.1,No,2022-11-20 11:00:00,Andalucía
Huesca,Clear sky,10,77,27.8,1019,31.0,4.1,Unknown,77.0,11.0,2.0,Unknown,No,2022-11-20 11:00:00,Aragón
Jaén,Broken clouds,12,64,7.7,1033,14.0,3.2,10.5,34.0,16.0,4.0,0.4,No,2022-11-20 11:00:00,Andalucía
León,Broken clouds,8,82,9.7,1024,29.0,7.0,Unknown,Unknown,13.5,1.0,Unknown,No,2022-11-20 11:00:00,Castilla y León
Lleida,Clear sky,11,70,22.2,1017,23.0,5.5,9.5,52.0,1.0,1.0,Unknown,No,2022-11-20 11:00:00,Cataluña
Lugo,Broken clouds,11,98,3.1,1024,21.0,5.2,10.0,Unknown,6.8,1.0,Unknown,No,2022-11-20 11:00:00,Galicia
Madrid,Broken clouds,11,64,7.2,1024,21.0,5.0,13.0,38.0,20.0,1.0,Unknown,No,2022-11-20 11:00:00,Madrid
Málaga,Few clouds,16,56,27.8,1024,3.0,0.8,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-20 11:00:00,Andalucía
Murcia,Clear sky,16,43,24.0,1023,25.0,2.0,7.0,60.0,11.0,2.0,Unknown,No,2022-11-20 11:00:00,Murcia
Navarra,Broken clouds,8,88,1.6,1022,23.0,5.5,8.0,Unknown,20.5,2.0,Unknown,No,2022-11-20 11:00:00,Navarra
Ourense,Broken clouds,14,96,2.0,1024,37.0,9.0,Unknown,5.5,Unknown,3.3,Unknown,No,2022-11-20 11:00:00,Galicia
Palencia,Scattered clouds,10,79,17.4,1023,13.0,3.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-20 11:00:00,Castilla y León
"Palmas, Las",Broken clouds,20,72,27.7,1025,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-20 11:00:00,Canarias
"Rioja, La",Broken clouds,11,72,14.8,1022,13.0,3.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-20 11:00:00,"Rioja, La"
Salamanca,Broken clouds,10,90,22.4,1025,8.0,2.0,Unknown,Unknown,4.5,1.0,Unknown,No,2022-11-20 11:00:00,Castilla y León
Santa Cruz de Tenerife,Broken clouds,20,71,31.8,1026,31.0,7.5,16.0,76.0,2.5,7.0,Unknown,No,2022-11-20 11:00:00,Canarias
Segovia,Broken clouds,8,91,14.9,1024,4.0,1.0,2.0,Unknown,10.0,1.0,Unknown,No,2022-11-20 11:00:00,Castilla y León
Sevilla,Few clouds,13,82,5.5,1027,12.0,3.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-20 11:00:00,Andalucía
Soria,Broken clouds,7,82,4.8,1023,2.0,4.1,Unknown,Unknown,9.0,3.0,Unknown,No,2022-11-20 11:00:00,Castilla y León
Tarragona,Few clouds,13,56,5.5,1018,29.0,3.5,9.0,70.0,8.0,1.0,Unknown,No,2022-11-20 11:00:00,Cataluña
Teruel,Clear sky,7,81,16.7,1023,17.0,4.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-20 11:00:00,Aragón
Toledo,Broken clouds,11,67,20.5,1025,12.0,3.0,4.0,Unknown,Unknown,2.0,Unknown,No,2022-11-20 11:00:00,Castilla-La Mancha
Valencia/València,Clear sky,16,46,21.4,1021,22.0,2.0,4.0,54.0,5.0,4.0,0.2,No,2022-11-20 11:00:00,Comunidad Valenciana
Valladolid,Broken clouds,11,74,20.2,1023,23.0,3.5,3.0,57.0,6.0,5.0,Unknown,No,2022-11-20 11:00:00,Castilla y León
Zamora,Broken clouds,11,83,25.3,1024,12.0,3.0,8.0,Unknown,5.0,1.0,Unknown,No,2022-11-20 11:00:00,Castilla y León
Zaragoza,Broken clouds,10,63,22.3,1021,21.0,5.0,7.9,45.0,9.7,4.8,165.0,No,2022-11-20 11:00:00,Aragón
Ceuta,Broken clouds,16,67,21.2,1026,45.0,10.9,6.9,Unknown,Unknown,22.9,0.2,No,2022-11-20 11:00:00,Ceuta
Albacete,Clear sky,13,53,38.4,1023,28.0,3.0,12.0,69.0,4.0,2.0,0.0,No,2022-11-20 14:00:00,Castilla-La Mancha
Alicante/Alacant,Clear sky,20,45,27.6,1021,29.0,1.0,6.0,71.0,3.0,3.0,0.1,No,2022-11-20 14:00:00,Alicante/Alacant
Almería,Clear sky,18,45,11.6,1023,4.0,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-20 14:00:00,Andalucía
Asturias,Broken clouds,14,75,4.0,1021,41.0,10.0,19.0,65.5,4.1,4.1,0.6,No,2022-11-20 14:00:00,Asturias
Ávila,Scattered clouds,12,61,25.7,1023,1.0,4.1,Unknown,Unknown,1.0,1.0,Unknown,No,2022-11-20 14:00:00,Castilla y León
Badajoz,Broken clouds,16,73,13.8,1026,34.0,8.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-20 14:00:00,Extremadura
"Balears, Illes",Few clouds,16,53,22.4,1020,32.0,2.0,3.4,77.5,1.5,0.3,Unknown,No,2022-11-20 14:00:00,"Balears, Illes"
Barcelona,Clear sky,15,46,11.1,1017,9.0,2.2,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-20 14:00:00,Cataluña
Burgos,Shower rain,8,100,16.7,1023,1.0,4.1,Unknown,Unknown,4.0,1.0,Unknown,No,2022-11-20 14:00:00,Castilla y León
Cáceres,Broken clouds,13,82,12.8,1025,17.0,4.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-20 14:00:00,Extremadura
Cádiz,Broken clouds,17,65,13.3,1026,23.0,4.0,7.1,56.0,8.0,3.0,0.5,No,2022-11-20 14:00:00,Andalucía
Cantabria,Broken clouds,14,77,18.8,1022,5.0,1.3,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-20 14:00:00,Cantabria
Castellón/Castelló,Clear sky,20,36,6.1,1018,13.0,3.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-20 14:00:00,Comunidad Valenciana
Ciudad Real,Broken clouds,10,82,16.7,1026,15.0,2.0,17.0,Unknown,3.0,2.0,Unknown,No,2022-11-20 14:00:00,Castilla-La Mancha
Córdoba,Broken clouds,17,59,5.0,1026,26.0,6.2,17.3,46.5,7.0,2.5,0.2,No,2022-11-20 14:00:00,Andalucía
"Coruña, A",Broken clouds,15,76,5.4,1022,25.0,4.1,Unknown,60.0,Unknown,1.0,Unknown,No,2022-11-20 14:00:00,Galicia
Cuenca,Scattered clouds,10,65,22.1,1023,21.0,5.0,12.0,Unknown,Unknown,2.0,Unknown,No,2022-11-20 14:00:00,Castilla-La Mancha
Girona,Few clouds,15,61,5.5,1017,29.0,7.0,13.0,Unknown,Unknown,1.0,Unknown,No,2022-11-20 14:00:00,Cataluña
Granada,Clear sky,15,48,12.7,1025,25.0,6.0,5.4,60.0,7.0,7.0,0.2,No,2022-11-20 14:00:00,Andalucía
Guadalajara,Broken clouds,12,62,10.7,1023,29.0,7.0,12.0,Unknown,Unknown,Unknown,Unknown,No,2022-11-20 14:00:00,Castilla-La Mancha
Huelva,Broken clouds,18,60,6.3,1027,29.0,7.0,9.9,Unknown,0.0,2.0,0.2,No,2022-11-20 14:00:00,Andalucía
Huesca,Scattered clouds,14,62,35.2,1018,1.0,4.1,Unknown,Unknown,6.0,2.0,Unknown,No,2022-11-20 14:00:00,Aragón
Jaén,Clear sky,14,58,10.4,1026,27.0,6.4,6.7,65.5,5.5,4.5,0.3,No,2022-11-20 14:00:00,Andalucía
León,Broken clouds,12,61,12.5,1021,41.0,10.0,Unknown,Unknown,12.5,5.0,Unknown,No,2022-11-20 14:00:00,Castilla y León
Lleida,Scattered clouds,15,44,20.1,1018,23.0,5.0,8.5,57.0,1.0,1.0,Unknown,No,2022-11-20 14:00:00,Cataluña
Lugo,Broken clouds,12,83,7.3,1022,53.0,13.0,18.0,Unknown,7.0,1.0,Unknown,No,2022-11-20 14:00:00,Galicia
Madrid,Clear sky,14,65,22.2,1023,22.0,4.5,9.0,53.0,14.0,1.0,Unknown,No,2022-11-20 14:00:00,Madrid
Málaga,Clear sky,19,45,31.5,1023,3.0,0.8,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-20 14:00:00,Andalucía
Murcia,Clear sky,20,42,22.2,1022,28.0,0.5,2.0,68.0,Unknown,3.0,Unknown,No,2022-11-20 14:00:00,Murcia
Navarra,Broken clouds,10,87,3.2,1021,27.0,6.5,10.0,Unknown,20.5,2.0,Unknown,No,2022-11-20 14:00:00,Navarra
Ourense,Broken clouds,16,85,4.1,1022,45.0,11.0,Unknown,Unknown,Unknown,2.8,Unknown,No,2022-11-20 14:00:00,Galicia
Palencia,Broken clouds,13,55,22.4,1021,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-20 14:00:00,Castilla y León
"Palmas, Las",Rain,20,74,28.7,1024,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-20 14:00:00,Canarias
"Rioja, La",Broken clouds,12,66,14.8,1021,13.0,3.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-20 14:00:00,"Rioja, La"
Salamanca,Clear sky,14,63,20.7,1023,4.0,1.0,Unknown,Unknown,7.0,2.0,Unknown,No,2022-11-20 14:00:00,Castilla y León
Santa Cruz de Tenerife,Broken clouds,20,74,30.6,1025,13.0,3.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-20 14:00:00,Canarias
Segovia,Broken clouds,11,71,17.6,1023,8.0,2.0,4.0,Unknown,7.0,1.0,Unknown,No,2022-11-20 14:00:00,Castilla y León
Sevilla,Broken clouds,17,57,2.8,1027,4.0,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-20 14:00:00,Andalucía
Soria,Broken clouds,9,66,21.9,1021,2.0,4.1,Unknown,Unknown,11.0,1.0,Unknown,No,2022-11-20 14:00:00,Castilla y León
Tarragona,Few clouds,16,54,13.0,1021,29.0,5.0,9.0,71.0,10.0,2.0,Unknown,No,2022-11-20 14:00:00,Cataluña
Teruel,Few clouds,11,66,35.2,1022,17.0,4.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-20 14:00:00,Aragón
Toledo,Broken clouds,13,65,25.6,1025,8.0,2.0,2.0,Unknown,Unknown,2.0,Unknown,No,2022-11-20 14:00:00,Castilla-La Mancha
Valencia/València,Few clouds,20,39,25.9,1019,22.0,3.0,5.0,55.0,4.0,4.0,0.2,No,2022-11-20 14:00:00,Comunidad Valenciana
Valladolid,Broken clouds,13,82,22.2,1023,22.0,3.5,3.5,54.0,7.0,3.0,Unknown,No,2022-11-20 14:00:00,Castilla y León
Zamora,Broken clouds,15,61,26.0,1022,17.0,4.0,4.0,Unknown,6.0,1.0,Unknown,No,2022-11-20 14:00:00,Castilla y León
Zaragoza,Broken clouds,13,59,25.7,1020,21.0,5.0,7.1,48.4,9.5,4.8,195.0,No,2022-11-20 14:00:00,Aragón
Ceuta,Broken clouds,18,63,24.7,1025,25.0,5.5,4.5,62.1,Unknown,9.9,0.2,No,2022-11-20 14:00:00,Ceuta
Albacete,Broken clouds,11,70,37.0,1018,25.0,2.0,13.0,61.0,6.0,2.0,0.0,No,2022-11-21 10:00:00,Castilla-La Mancha
Alicante/Alacant,Broken clouds,17,58,16.8,1018,17.0,4.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-21 10:00:00,Alicante/Alacant
Almería,Clear sky,16,63,1.6,1020,77.0,24.4,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-21 10:00:00,Andalucía
Asturias,Broken clouds,13,76,19.0,1010,41.0,10.0,4.5,34.0,9.8,16.5,0.5,No,2022-11-21 10:00:00,Asturias
Ávila,Broken clouds,12,84,9.6,1019,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-21 10:00:00,Castilla y León
Badajoz,Broken clouds,14,95,13.0,1021,13.0,3.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-21 10:00:00,Extremadura
"Balears, Illes",Clear sky,18,72,20.4,1016,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-21 10:00:00,"Balears, Illes"
Barcelona,Broken clouds,12,58,10.3,1012,7.0,1.7,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-21 10:00:00,Cataluña
Burgos,Broken clouds,11,85,35.9,1011,1.0,4.1,Unknown,Unknown,6.0,1.0,Unknown,No,2022-11-21 10:00:00,Castilla y León
Cáceres,Broken clouds,13,87,22.6,1018,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-21 10:00:00,Extremadura
Cádiz,Scattered clouds,18,72,11.9,1024,29.0,7.0,15.3,21.0,11.0,2.0,0.5,No,2022-11-21 10:00:00,Andalucía
Cantabria,Shower rain,15,92,13.0,1008,13.0,3.2,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-21 10:00:00,Cantabria
Castellón/Castelló,Broken clouds,18,57,24.4,1012,8.0,2.0,4.0,19.0,14.0,14.0,0.1,No,2022-11-21 10:00:00,Comunidad Valenciana
Ciudad Real,Broken clouds,11,95,14.8,1020,8.0,2.0,6.0,Unknown,6.0,2.0,Unknown,No,2022-11-21 10:00:00,Castilla-La Mancha
Córdoba,Broken clouds,12,88,8.0,1023,39.0,9.5,14.0,16.0,14.0,2.0,0.3,No,2022-11-21 10:00:00,Andalucía
"Coruña, A",Scattered clouds,13,83,20.9,1011,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-21 10:00:00,Galicia
Cuenca,Broken clouds,8,95,28.8,1016,21.0,5.0,11.0,Unknown,Unknown,3.0,Unknown,No,2022-11-21 10:00:00,Castilla-La Mancha
Girona,Broken clouds,11,54,11.1,1011,45.0,11.0,17.0,Unknown,Unknown,4.0,Unknown,No,2022-11-21 10:00:00,Cataluña
Granada,Mist,7,93,11.1,1025,40.0,9.6,11.9,20.0,8.0,7.0,0.2,No,2022-11-21 10:00:00,Andalucía
Guadalajara,Broken clouds,11,100,27.8,1017,8.0,2.0,4.0,Unknown,Unknown,6.0,Unknown,No,2022-11-21 10:00:00,Castilla-La Mancha
Huelva,Broken clouds,14,83,3.2,1030,37.0,9.0,18.0,Unknown,9.0,3.0,0.3,No,2022-11-21 10:00:00,Andalucía
Huesca,Broken clouds,7,97,13.0,1012,5.0,4.1,Unknown,Unknown,30.0,2.0,Unknown,No,2022-11-21 10:00:00,Aragón
Jaén,Scattered clouds,14,74,9.6,1026,17.0,4.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-21 10:00:00,Andalucía
León,Rain,10,74,30.5,1011,8.0,2.0,Unknown,Unknown,29.0,2.0,Unknown,No,2022-11-21 10:00:00,Castilla y León
Lleida,Broken clouds,8,91,14.8,1010,31.0,7.5,12.0,Unknown,1.0,1.0,Unknown,No,2022-11-21 10:00:00,Cataluña
Lugo,Rain,12,95,4.8,1012,17.0,4.0,1.0,Unknown,1.7,1.0,Unknown,No,2022-11-21 10:00:00,Galicia
Madrid,Broken clouds,12,93,37.0,1016,18.0,3.0,6.0,43.0,20.0,1.0,Unknown,No,2022-11-21 10:00:00,Madrid
Málaga,Few clouds,17,63,12.0,1022,11.0,2.7,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-21 10:00:00,Andalucía
Murcia,Scattered clouds,14,67,3.2,1017,41.0,10.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-21 10:00:00,Murcia
Navarra,Broken clouds,8,94,7.5,1011,19.0,4.5,6.5,Unknown,55.5,1.0,Unknown,No,2022-11-21 10:00:00,Navarra
Ourense,Rain,13,90,20.0,1014,5.0,1.0,5.0,Unknown,Unknown,4.2,Unknown,No,2022-11-21 10:00:00,Galicia
Palencia,Broken clouds,12,79,38.3,1012,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-21 10:00:00,Castilla y León
"Palmas, Las",Broken clouds,21,73,21.2,1026,72.0,22.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-21 10:00:00,Canarias
"Rioja, La",Broken clouds,13,80,12.0,1009,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-21 10:00:00,"Rioja, La"
Salamanca,Broken clouds,11,96,31.5,1016,4.0,1.0,Unknown,Unknown,5.5,1.0,Unknown,No,2022-11-21 10:00:00,Castilla y León
Santa Cruz de Tenerife,Broken clouds,20,75,24.6,1026,2.0,0.5,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-21 10:00:00,Canarias
Segovia,Broken clouds,10,91,26.5,1014,4.0,1.0,1.0,Unknown,10.0,2.0,Unknown,No,2022-11-21 10:00:00,Castilla y León
Sevilla,Broken clouds,12,91,7.4,1023,63.0,18.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-21 10:00:00,Andalucía
Soria,Broken clouds,9,89,35.6,1011,1.0,4.1,Unknown,Unknown,Unknown,1.0,Unknown,No,2022-11-21 10:00:00,Castilla y León
Tarragona,Broken clouds,12,79,5.8,1012,21.0,5.0,8.0,10.0,57.5,2.0,Unknown,No,2022-11-21 10:00:00,Cataluña
Teruel,Broken clouds,10,91,29.0,1014,13.0,3.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-21 10:00:00,Aragón
Toledo,Broken clouds,14,70,34.8,1016,8.0,2.0,2.0,Unknown,Unknown,2.0,Unknown,No,2022-11-21 10:00:00,Castilla-La Mancha
Valencia/València,Broken clouds,17,64,24.1,1014,18.0,2.5,3.0,44.0,2.0,4.0,0.1,No,2022-11-21 10:00:00,Comunidad Valenciana
